date,year,month,location,province,crop_type,pest_name_scientific,pest_name_common,pest_name_urdu,pest_type,severity_level,severity_score,temp_min,temp_max,temp_avg,humidity_avg,rainfall_mm,growth_stage,soil_type,previous_crop,control_measures_applied,effectiveness_rating,source_name,source_url,confidence_score,data_quality_flag
2025-08-10,2025,8,Multan,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.841557337385435,36.84155733738544,30.841557337385435,85.70300634763811,79.11887442739615,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-08-10,2025,8,Gujranwala,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.0284008016223,36.0284008016223,30.0284008016223,79.83741722188196,68.06258972636245,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-09-10,2025,9,Lahore,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,22.15598003822827,34.15598003822827,28.15598003822827,81.86841690133079,20.324134820502614,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-09-10,2025,9,Faisalabad,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,23.544852087434467,35.544852087434464,29.544852087434467,81.4495127061468,19.865077211840237,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-09-10,2025,9,Multan,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,21.966253156431282,33.96625315643128,27.966253156431282,77.91469324776278,21.63325712464735,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-09-10,2025,9,Gujranwala,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,22.179768801694145,34.179768801694145,28.179768801694145,81.51943597340392,38.10571182594026,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-08-10,2025,8,Lahore,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,critical,0.9,26.720769784564148,38.72076978456415,32.72076978456415,77.53244785911772,26.13760240934673,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-08-10,2025,8,Faisalabad,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,27.074330345711104,39.074330345711104,33.074330345711104,73.46015389223554,27.549971602725844,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-08-10,2025,8,Multan,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,24.46443528983147,36.46443528983147,30.46443528983147,72.12164148611141,27.938265909933214,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-08-10,2025,8,Gujranwala,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,24.882573556167632,36.88257355616763,30.882573556167632,70.43864715695284,30.277443268351675,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-05-10,2025,5,Lahore,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,33.06784565267221,45.06784565267221,39.06784565267221,60.03433004311575,22.38739480188456,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-05-10,2025,5,Faisalabad,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,30.487725467843497,42.4877254678435,36.4877254678435,62.38781719177311,23.337348940043732,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-05-10,2025,5,Multan,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,33.95019937155558,45.95019937155558,39.95019937155558,63.200854362358974,18.44316619739533,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2025-05-10,2025,5,Gujranwala,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.53046842830584,44.53046842830584,38.53046842830584,57.869221541524205,15.812045333216686,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-01-10,2026,1,Lahore,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,high,0.7,9.378163318293174,21.378163318293176,15.378163318293174,73.00227278735872,32.29381946501868,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-01-10,2026,1,Faisalabad,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,9.76127688607207,21.761276886072068,15.76127688607207,75.53304610155018,26.09905183065829,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-01-10,2026,1,Multan,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,7.78585955120411,19.785859551204112,13.78585955120411,76.12435840738382,47.10339692333912,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-01-10,2026,1,Gujranwala,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,7.872436594844729,19.87243659484473,13.872436594844729,75.06993709071358,35.558828107558426,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-02-10,2026,2,Lahore,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,14.096800473113944,26.096800473113944,20.096800473113944,64.04146362477951,0.0,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-02-10,2026,2,Faisalabad,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,17.803795644637482,29.803795644637482,23.803795644637482,59.52795195034374,2.187694498075259,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-02-10,2026,2,Multan,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,14.001398166859587,26.001398166859587,20.001398166859587,63.50015773684215,2.602859045966179,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-02-10,2026,2,Gujranwala,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,14.83322264174845,26.83322264174845,20.83322264174845,58.052259120131325,1.1621355848077792,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-07-10,2026,7,Lahore,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,29.37846678190182,41.37846678190182,35.37846678190182,67.39398647099273,15.210044195788171,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-07-10,2026,7,Faisalabad,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.740498391185653,39.74049839118565,33.74049839118565,69.00106589388389,18.18996899674931,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-07-10,2026,7,Multan,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,28.732746853618927,40.73274685361893,34.73274685361893,71.22949018243268,25.424367950894446,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-07-10,2026,7,Gujranwala,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.369009918771646,39.369009918771646,33.369009918771646,67.07621522571301,29.519770405044234,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-06-10,2026,6,Lahore,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,33.97124695184363,45.97124695184363,39.97124695184363,49.10336858794339,10.212102853209597,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-06-10,2026,6,Faisalabad,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,32.91879523447271,44.91879523447271,38.91879523447271,49.679062776975776,13.58176459536761,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-06-10,2026,6,Multan,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.58636095469496,43.58636095469496,37.58636095469496,49.17365829203523,4.005079686599309,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-06-10,2026,6,Gujranwala,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.009376929098835,43.009376929098835,37.009376929098835,49.370637130513366,4.453005801399355,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Lahore,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.990757858336465,36.990757858336465,30.990757858336465,81.61864083271836,58.44492501143546,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Faisalabad,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,critical,0.9,26.904829612388973,38.90482961238897,32.90482961238897,84.07699152547761,79.45367556162142,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Multan,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,25.035189753524232,37.035189753524236,31.035189753524232,83.43743143254233,77.61818400865725,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Gujranwala,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,25.43813635128656,37.43813635128656,31.43813635128656,80.35375045503122,67.91165783060548,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-09-10,2026,9,Lahore,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.754445100947027,32.754445100947024,26.754445100947027,80.17972493518015,26.819883222643142,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-09-10,2026,9,Faisalabad,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,23.3528563245782,35.3528563245782,29.3528563245782,79.99277804511976,28.01431610159677,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-09-10,2026,9,Multan,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.801990235368287,32.80199023536829,26.801990235368287,80.1530759234748,31.00684427791619,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-09-10,2026,9,Gujranwala,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.298303534420864,32.29830353442087,26.298303534420864,75.12370911610256,17.93890559407,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Lahore,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,26.634972619373535,38.634972619373535,32.634972619373535,74.37269829176309,41.4272782982907,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Faisalabad,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,26.945278877405528,38.94527887740553,32.94527887740553,70.25225154241441,21.793127825294825,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Multan,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,critical,0.9,26.397481869648146,38.397481869648146,32.397481869648146,78.08226392641777,42.43433897672534,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-08-10,2026,8,Gujranwala,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,27.472189544365627,39.47218954436563,33.47218954436563,72.78343952319116,20.11077022397982,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-05-10,2026,5,Lahore,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.594393489814045,44.594393489814045,38.594393489814045,58.323223610701085,21.30250308803939,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-05-10,2026,5,Faisalabad,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,31.998319174951916,43.99831917495192,37.99831917495192,58.02827006380687,25.18764684140382,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-05-10,2026,5,Multan,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,30.06384047713999,42.06384047713999,36.06384047713999,61.868761140399975,29.157550166699405,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2026-05-10,2026,5,Gujranwala,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,33.951432885710425,45.951432885710425,39.951432885710425,57.522427629639424,5.952927423879169,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
